round,model,r2_score,weight
1,svr-rbf-s,-0.29358691348734045,1.0
1,svr-rbf-s,-0.29358691348734045,1.0
2,rf-m,-0.1603097653556182,0.14285714285714285
2,rf-l,-0.21047328166411167,0.14285714285714285
2,knn-m,-0.19977433801492855,0.14285714285714285
2,knn-tuned,-0.19977433801492855,0.14285714285714285
2,svr-rbf,-0.08170464483842976,0.14285714285714285
2,svr-poly,-0.08170464483842976,0.14285714285714285
2,ridge,-0.10008608592852775,0.14285714285714285
2,rf-m,-0.1603097653556182,0.14285714285714285
2,rf-l,-0.21047328166411167,0.14285714285714285
2,knn-m,-0.19977433801492855,0.14285714285714285
2,knn-tuned,-0.19977433801492855,0.14285714285714285
2,svr-rbf,-0.08170464483842976,0.14285714285714285
2,svr-poly,-0.08170464483842976,0.14285714285714285
2,ridge,-0.10008608592852775,0.14285714285714285
3,rf-m,-0.18093216527536932,0.1271009527249592
3,gb-m,-0.2696951245547333,0.11630530982473841
3,gb-l,-0.26102126347810223,0.11731851376732115
3,knn-m,-0.2645317719530225,0.11690738818261519
3,knn-tuned,-0.2645317719530225,0.11690738818261519
3,svr-rbf,-0.10250400468483709,0.137470566809718
3,svr-poly,-0.10250400468483709,0.137470566809718
3,ridge,-0.1543926258113503,0.1305193136983148
3,rf-m,-0.18093216527536932,0.1271009527249592
3,gb-m,-0.2696951245547333,0.11630530982473841
3,gb-l,-0.26102126347810223,0.11731851376732115
3,knn-m,-0.2645317719530225,0.11690738818261519
3,knn-tuned,-0.2645317719530225,0.11690738818261519
3,svr-rbf,-0.10250400468483709,0.137470566809718
3,svr-poly,-0.10250400468483709,0.137470566809718
3,ridge,-0.1543926258113503,0.1305193136983148
4,rf-m,-0.05468543360850413,0.101242875509159
4,rf-l,-0.02360948681606556,0.10443848992661388
4,gb-m,-0.002552131058833562,0.10666100640013411
4,gb-l,-0.004161178940890209,0.10648952173420552
4,xgb-m,-0.19488320368060189,0.08799892232506626
4,knn-m,-0.14989381935488294,0.09204834723350352
4,knn-tuned,-0.14989381935488294,0.09204834723350352
4,svr-rbf,0.03857548024917856,0.11113917580828331
4,svr-poly,0.03857548024917856,0.11113917580828331
4,ridge,-0.2086686867094211,0.08679413802124757
4,rf-m,-0.05468543360850413,0.101242875509159
4,rf-l,-0.02360948681606556,0.10443848992661388
4,gb-m,-0.002552131058833562,0.10666100640013411
4,gb-l,-0.004161178940890209,0.10648952173420552
4,xgb-m,-0.19488320368060189,0.08799892232506626
4,knn-m,-0.14989381935488294,0.09204834723350352
4,knn-tuned,-0.14989381935488294,0.09204834723350352
4,svr-rbf,0.03857548024917856,0.11113917580828331
4,svr-poly,0.03857548024917856,0.11113917580828331
4,ridge,-0.2086686867094211,0.08679413802124757
4,rf-m,-0.05468543360850413,0.101242875509159
4,rf-l,-0.02360948681606556,0.10443848992661388
4,gb-m,-0.002552131058833562,0.10666100640013411
4,gb-l,-0.004161178940890209,0.10648952173420552
4,xgb-m,-0.19488320368060189,0.08799892232506626
4,knn-m,-0.14989381935488294,0.09204834723350352
4,knn-tuned,-0.14989381935488294,0.09204834723350352
4,svr-rbf,0.03857548024917856,0.11113917580828331
4,svr-poly,0.03857548024917856,0.11113917580828331
4,ridge,-0.2086686867094211,0.08679413802124757
5,rf-m,-0.1104091354922565,0.10853358260515773
5,rf-l,-0.16509539284872535,0.10275765839243375
5,gb-m,-0.07885155938846325,0.112013255648021
5,gb-l,-0.07914464834901791,0.11198043060991791
5,knn-m,-0.10317671521403675,0.10932138852658317
5,knn-tuned,-0.10317671521403675,0.10932138852658317
5,svr-rbf,0.019896571735447434,0.12363891594802509
5,svr-poly,0.019896571735447434,0.12363891594802509
5,ridge,-0.20442720895763206,0.09879446379525302
5,rf-m,-0.1104091354922565,0.10853358260515773
5,rf-l,-0.16509539284872535,0.10275765839243375
5,gb-m,-0.07885155938846325,0.112013255648021
5,gb-l,-0.07914464834901791,0.11198043060991791
5,knn-m,-0.10317671521403675,0.10932138852658317
5,knn-tuned,-0.10317671521403675,0.10932138852658317
5,svr-rbf,0.019896571735447434,0.12363891594802509
5,svr-poly,0.019896571735447434,0.12363891594802509
5,ridge,-0.20442720895763206,0.09879446379525302
5,rf-m,-0.1104091354922565,0.10853358260515773
5,rf-l,-0.16509539284872535,0.10275765839243375
5,gb-m,-0.07885155938846325,0.112013255648021
5,gb-l,-0.07914464834901791,0.11198043060991791
5,knn-m,-0.10317671521403675,0.10932138852658317
5,knn-tuned,-0.10317671521403675,0.10932138852658317
5,svr-rbf,0.019896571735447434,0.12363891594802509
5,svr-poly,0.019896571735447434,0.12363891594802509
5,ridge,-0.20442720895763206,0.09879446379525302
6,rf-m,-0.018580972351276516,0.10307863894229108
6,rf-l,-0.005628062203645446,0.10442249190497495
6,gb-m,-0.015177329192478096,0.1034300795965542
6,gb-l,-0.01786605128553389,0.10315235838134906
6,xgb-m,-0.08001252060627315,0.0969369370475899
6,knn-m,-0.07225150919765402,0.09769219270486132
6,knn-tuned,-0.07225150919765402,0.09769219270486132
6,svr-rbf,-0.01619157506377571,0.10332522924636106
6,svr-poly,-0.01619157506377571,0.10332522924636106
6,ridge,-0.18880144227315515,0.08694465022479601
6,rf-m,-0.018580972351276516,0.10307863894229108
6,rf-l,-0.005628062203645446,0.10442249190497495
6,gb-m,-0.015177329192478096,0.1034300795965542
6,gb-l,-0.01786605128553389,0.10315235838134906
6,xgb-m,-0.08001252060627315,0.0969369370475899
6,knn-m,-0.07225150919765402,0.09769219270486132
6,knn-tuned,-0.07225150919765402,0.09769219270486132
6,svr-rbf,-0.01619157506377571,0.10332522924636106
6,svr-poly,-0.01619157506377571,0.10332522924636106
6,ridge,-0.18880144227315515,0.08694465022479601
7,rf-m,0.04772457034005455,0.1041852459972582
7,rf-l,0.04314743802473966,0.10370946602560455
7,gb-m,0.03608000296516809,0.10297909009175095
7,gb-l,0.03931420768055653,0.10331268471638061
7,xgb-m,0.015650079044920794,0.10089658030700117
7,knn-m,-0.042075248860106676,0.09523720811448128
7,knn-tuned,-0.042075248860106676,0.09523720811448128
7,svr-rbf,0.04641406051013153,0.10404879963492356
7,svr-poly,0.04641406051013153,0.10404879963492356
7,ridge,-0.14009601385500092,0.08634491736319483
7,rf-m,0.04772457034005455,0.1041852459972582
7,rf-l,0.04314743802473966,0.10370946602560455
7,gb-m,0.03608000296516809,0.10297909009175095
7,gb-l,0.03931420768055653,0.10331268471638061
7,xgb-m,0.015650079044920794,0.10089658030700117
7,knn-m,-0.042075248860106676,0.09523720811448128
7,knn-tuned,-0.042075248860106676,0.09523720811448128
7,svr-rbf,0.04641406051013153,0.10404879963492356
7,svr-poly,0.04641406051013153,0.10404879963492356
7,ridge,-0.14009601385500092,0.08634491736319483
7,rf-m,0.04772457034005455,0.1041852459972582
7,rf-l,0.04314743802473966,0.10370946602560455
7,gb-m,0.03608000296516809,0.10297909009175095
7,gb-l,0.03931420768055653,0.10331268471638061
7,xgb-m,0.015650079044920794,0.10089658030700117
7,knn-m,-0.042075248860106676,0.09523720811448128
7,knn-tuned,-0.042075248860106676,0.09523720811448128
7,svr-rbf,0.04641406051013153,0.10404879963492356
7,svr-poly,0.04641406051013153,0.10404879963492356
7,ridge,-0.14009601385500092,0.08634491736319483
8,rf-m,0.14869357483796433,0.10051167628064038
8,rf-l,0.11221731011714516,0.09691144641000499
8,gb-m,0.09136124427663646,0.09491118618725157
8,gb-l,0.09169753654516573,0.09494310945283613
8,xgb-m,0.12990508011795765,0.09864084328400362
8,knn-m,-0.0028280885109844165,0.0863796606798094
8,knn-tuned,-0.0028280885109844165,0.0863796606798094
8,mlp-m,-0.175959942190825,0.07264760227008055
8,svr-rbf,0.09313436664570915,0.09507962462140278
8,svr-poly,0.09313436664570915,0.09507962462140278
8,ridge,-0.0982834358906268,0.07851556551275818
8,rf-m,0.14869357483796433,0.10051167628064038
8,rf-l,0.11221731011714516,0.09691144641000499
8,gb-m,0.09136124427663646,0.09491118618725157
8,gb-l,0.09169753654516573,0.09494310945283613
8,xgb-m,0.12990508011795765,0.09864084328400362
8,knn-m,-0.0028280885109844165,0.0863796606798094
8,knn-tuned,-0.0028280885109844165,0.0863796606798094
8,mlp-m,-0.175959942190825,0.07264760227008055
8,svr-rbf,0.09313436664570915,0.09507962462140278
8,svr-poly,0.09313436664570915,0.09507962462140278
8,ridge,-0.0982834358906268,0.07851556551275818
8,rf-m,0.14869357483796433,0.10051167628064038
8,rf-l,0.11221731011714516,0.09691144641000499
8,gb-m,0.09136124427663646,0.09491118618725157
8,gb-l,0.09169753654516573,0.09494310945283613
8,xgb-m,0.12990508011795765,0.09864084328400362
8,knn-m,-0.0028280885109844165,0.0863796606798094
8,knn-tuned,-0.0028280885109844165,0.0863796606798094
8,mlp-m,-0.175959942190825,0.07264760227008055
8,svr-rbf,0.09313436664570915,0.09507962462140278
8,svr-poly,0.09313436664570915,0.09507962462140278
8,ridge,-0.0982834358906268,0.07851556551275818
9,rf-tuned-l,0.11763733165907098,0.08236582280397671
9,rf-tuned-xl,0.13401108789694446,0.08372556235215543
9,gb-tuned-l,0.14368502453320303,0.08453944853156133
9,gb-tuned-xl,0.14526688212202482,0.08467328372597706
9,xgb-xl,0.09768929399930845,0.08073906552007101
9,xgb-l,0.09768929399930845,0.08073906552007101
9,mlp-adaptive-xl,-0.20397170499322895,0.0597137040376145
9,mlp-l,-0.09018105715536687,0.0669102514126729
9,svr-rbf-xl,0.10059905314821371,0.08097433888305328
9,svr-poly-l,0.10059905314821371,0.08097433888305328
9,knn-tuned-sqrt,0.024020451999394066,0.07500491910241698
9,knn-tuned-l,0.024020451999394066,0.07500491910241698
9,ridge,-0.1247728537402518,0.06463528012495975
9,rf-tuned-l,0.11763733165907098,0.08236582280397671
9,rf-tuned-xl,0.13401108789694446,0.08372556235215543
9,gb-tuned-l,0.14368502453320303,0.08453944853156133
9,gb-tuned-xl,0.14526688212202482,0.08467328372597706
9,xgb-xl,0.09768929399930845,0.08073906552007101
9,xgb-l,0.09768929399930845,0.08073906552007101
9,mlp-adaptive-xl,-0.20397170499322895,0.0597137040376145
9,mlp-l,-0.09018105715536687,0.0669102514126729
9,svr-rbf-xl,0.10059905314821371,0.08097433888305328
9,svr-poly-l,0.10059905314821371,0.08097433888305328
9,knn-tuned-sqrt,0.024020451999394066,0.07500491910241698
9,knn-tuned-l,0.024020451999394066,0.07500491910241698
9,ridge,-0.1247728537402518,0.06463528012495975
9,rf-tuned-l,0.11763733165907098,0.08236582280397671
9,rf-tuned-xl,0.13401108789694446,0.08372556235215543
9,gb-tuned-l,0.14368502453320303,0.08453944853156133
9,gb-tuned-xl,0.14526688212202482,0.08467328372597706
9,xgb-xl,0.09768929399930845,0.08073906552007101
9,xgb-l,0.09768929399930845,0.08073906552007101
9,mlp-adaptive-xl,-0.20397170499322895,0.0597137040376145
9,mlp-l,-0.09018105715536687,0.0669102514126729
9,svr-rbf-xl,0.10059905314821371,0.08097433888305328
9,svr-poly-l,0.10059905314821371,0.08097433888305328
9,knn-tuned-sqrt,0.024020451999394066,0.07500491910241698
9,knn-tuned-l,0.024020451999394066,0.07500491910241698
9,ridge,-0.1247728537402518,0.06463528012495975
10,rf-tuned-l,0.1898536567925072,0.08357093454352046
10,rf-tuned-xl,0.2085427204163824,0.08514748327815914
10,gb-tuned-l,0.1527835495950074,0.08052966932106978
10,gb-tuned-xl,0.15159194493231426,0.08043376694183059
10,xgb-xl,0.1263723226605066,0.07843062315685966
10,xgb-l,0.1263723226605066,0.07843062315685966
10,mlp-adaptive-xl,-0.0590545584583005,0.06515620699884604
10,mlp-l,-0.028723550045500822,0.0671627366690495
10,svr-rbf-xl,0.20840134551592318,0.08513544641206178
10,svr-poly-l,0.20840134551592318,0.08513544641206178
10,knn-tuned-sqrt,0.05879258907607665,0.07330543247199307
10,knn-tuned-l,0.05879258907607665,0.07330543247199307
10,ridge,-0.07296394129407686,0.06425619816569537
10,rf-tuned-l,0.1898536567925072,0.08357093454352046
10,rf-tuned-xl,0.2085427204163824,0.08514748327815914
10,gb-tuned-l,0.1527835495950074,0.08052966932106978
10,gb-tuned-xl,0.15159194493231426,0.08043376694183059
10,xgb-xl,0.1263723226605066,0.07843062315685966
10,xgb-l,0.1263723226605066,0.07843062315685966
10,mlp-adaptive-xl,-0.0590545584583005,0.06515620699884604
10,mlp-l,-0.028723550045500822,0.0671627366690495
10,svr-rbf-xl,0.20840134551592318,0.08513544641206178
10,svr-poly-l,0.20840134551592318,0.08513544641206178
10,knn-tuned-sqrt,0.05879258907607665,0.07330543247199307
10,knn-tuned-l,0.05879258907607665,0.07330543247199307
10,ridge,-0.07296394129407686,0.06425619816569537
10,rf-tuned-l,0.1898536567925072,0.08357093454352046
10,rf-tuned-xl,0.2085427204163824,0.08514748327815914
10,gb-tuned-l,0.1527835495950074,0.08052966932106978
10,gb-tuned-xl,0.15159194493231426,0.08043376694183059
10,xgb-xl,0.1263723226605066,0.07843062315685966
10,xgb-l,0.1263723226605066,0.07843062315685966
10,mlp-adaptive-xl,-0.0590545584583005,0.06515620699884604
10,mlp-l,-0.028723550045500822,0.0671627366690495
10,svr-rbf-xl,0.20840134551592318,0.08513544641206178
10,svr-poly-l,0.20840134551592318,0.08513544641206178
10,knn-tuned-sqrt,0.05879258907607665,0.07330543247199307
10,knn-tuned-l,0.05879258907607665,0.07330543247199307
10,ridge,-0.07296394129407686,0.06425619816569537
